Week Of,City,Neighborhood,Product,SKU,Channel,Sales (Units)
10/5/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
9/28/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
9/21/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,0
,,,,,,
9/14/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,65
,,,,,,
9/7/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,70
,,,,,,
8/31/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,180
,,,,,,
8/24/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,296
,,,,,,
8/17/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,331
,,,,,,
8/10/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,347
,,,,,,
8/3/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,346
,,,,,,
7/27/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,346
,,,,,,
7/20/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,289
,,,,,,
7/13/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,284
,,,,,,
7/6/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,298
,,,,,,
6/29/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,523
,,,,,,
6/22/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,291
,,,,,,
6/15/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,246
,,,,,,
6/8/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,237
,,,,,,
6/1/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Direct Sales,209
,,,,,,
5/23/2016,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,329
,,,,,,
5/16/2016,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,301
,,,,,,
5/9/2016,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,304
,,,,,,
5/2/2016,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,267
,,,,,,
4/25/2016,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,268
,,,,,,
4/18/2016,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,262
,,,,,,
4/11/2016,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,251
,,,,,,
4/4/2016,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,246
,,,,,,
3/28/2016,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,243
,,,,,,
3/21/2016,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,239
,,,,,,
3/14/2016,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,237
,,,,,,
3/7/2016,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,234
,,,,,,
2/29/2016,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,231
,,,,,,
2/22/2016,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,204
,,,,,,
2/15/2016,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,196
,,,,,,
2/8/2016,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,201
,,,,,,
2/1/2016,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,194
,,,,,,
1/25/2016,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,203
,,,,,,
1/18/2016,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,202
,,,,,,
1/11/2016,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,199
,,,,,,
1/4/2016,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,201
,,,,,,
12/28/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,194
,,,,,,
12/21/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,196
,,,,,,
12/14/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,195
,,,,,,
12/7/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,195
,,,,,,
11/30/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,195
,,,,,,
11/23/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,200
,,,,,,
11/16/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,199
,,,,,,
11/9/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,200
,,,,,,
11/2/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,199
,,,,,,
10/26/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,204
,,,,,,
10/19/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,216
,,,,,,
10/12/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,230
,,,,,,
10/5/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,233
,,,,,,
9/28/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,250
,,,,,,
9/21/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,267
,,,,,,
9/14/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,273
,,,,,,
9/7/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,284
,,,,,,
8/31/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,294
,,,,,,
8/24/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,297
,,,,,,
8/17/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,320
,,,,,,
8/10/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,333
,,,,,,
8/3/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,358
,,,,,,
7/27/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,392
,,,,,,
7/20/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,390
,,,,,,
7/13/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,387
,,,,,,
7/6/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,395
,,,,,,
6/29/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,585
,,,,,,
6/22/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,367
,,,,,,
6/15/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,351
,,,,,,
6/8/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,337
,,,,,,
6/1/2015,Boston,Charlestown,FanCo. Classic,ORANGE - FanCo. Classic,Retail,333
,,,,,,
5/23/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,104
,,,,,,
5/16/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,72
,,,,,,
5/9/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,51
,,,,,,
5/2/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,41
,,,,,,
4/25/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
4/18/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
4/11/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
4/4/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
3/28/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
3/21/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
3/14/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
3/7/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
2/29/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
2/22/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
2/15/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
2/8/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
2/1/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
1/25/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
1/18/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
1/11/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
1/4/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
12/28/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
12/21/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
12/14/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
12/7/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
11/30/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
11/23/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
11/16/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
11/9/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
11/2/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
10/26/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
10/19/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
10/12/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
10/5/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
9/28/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
9/21/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,0
,,,,,,
9/14/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,42
,,,,,,
9/7/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,49
,,,,,,
8/31/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,104
,,,,,,
8/24/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,177
,,,,,,
8/17/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,193
,,,,,,
8/10/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,210
,,,,,,
8/3/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,212
,,,,,,
7/27/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,212
,,,,,,
7/20/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,173
,,,,,,
7/13/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,164
,,,,,,
7/6/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,173
,,,,,,
6/29/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,313
,,,,,,
6/22/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,173
,,,,,,
6/15/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,146
,,,,,,
6/8/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,139
,,,,,,
6/1/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Direct Sales,122
,,,,,,
5/23/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,354
,,,,,,
5/16/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,331
,,,,,,
5/9/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,327
,,,,,,
5/2/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,289
,,,,,,
4/25/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,291
,,,,,,
4/18/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,278
,,,,,,
4/11/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,274
,,,,,,
4/4/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,261
,,,,,,
3/28/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,262
,,,,,,
3/21/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,263
,,,,,,
3/14/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,256
,,,,,,
3/7/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,256
,,,,,,
2/29/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,246
,,,,,,
2/22/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,222
,,,,,,
2/15/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
,,,,,,
2/8/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,214
,,,,,,
2/1/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,208
,,,,,,
1/25/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,212
,,,,,,
1/18/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,214
,,,,,,
1/11/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
,,,,,,
1/4/2016,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,217
,,,,,,
12/28/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
,,,,,,
12/21/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,209
,,,,,,
12/14/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
,,,,,,
12/7/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,214
,,,,,,
11/30/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,215
,,,,,,
11/23/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,210
,,,,,,
11/16/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,218
,,,,,,
11/9/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,209
,,,,,,
11/2/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,214
,,,,,,
10/26/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,220
,,,,,,
10/19/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,231
,,,,,,
10/12/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,246
,,,,,,
10/5/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,248
,,,,,,
9/28/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,264
,,,,,,
9/21/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,279
,,,,,,
9/14/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,297
,,,,,,
9/7/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,304
,,,,,,
8/31/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,313
,,,,,,
8/24/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,320
,,,,,,
8/17/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,348
,,,,,,
8/10/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,356
,,,,,,
8/3/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,387
,,,,,,
7/27/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,421
,,,,,,
7/20/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,418
,,,,,,
7/13/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,425
,,,,,,
7/6/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,417
,,,,,,
6/29/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,633
,,,,,,
6/22/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,385
,,,,,,
6/15/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,374
,,,,,,
6/8/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,360
,,,,,,
6/1/2015,Boston,Downtown,FanCo. Classic,RED - SPECIAL EDITION - FanCo. Classic,Retail,359
,,,,,,
5/23/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,256
,,,,,,
5/16/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,183
,,,,,,
5/9/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,135
,,,,,,
5/2/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,91
,,,,,,
4/25/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
4/18/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
4/11/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
4/4/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
3/28/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
3/21/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
3/14/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
3/7/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/29/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/22/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/15/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/8/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
2/1/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
1/25/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
1/18/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
1/11/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
1/4/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
12/28/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
12/21/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
12/14/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
12/7/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/30/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/23/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/16/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/9/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
11/2/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
10/26/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
10/19/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
10/12/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
10/5/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
9/28/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
9/21/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,0
,,,,,,
9/14/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,97
,,,,,,
9/7/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,118
,,,,,,
8/31/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,278
,,,,,,
8/24/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,458
,,,,,,
8/17/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,519
,,,,,,
8/10/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,547
,,,,,,
8/3/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,549
,,,,,,
7/27/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,547
,,,,,,
7/20/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,463
,,,,,,
7/13/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,446
,,,,,,
7/6/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,459
,,,,,,
6/29/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,823
,,,,,,
6/22/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,455
,,,,,,
6/15/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,383
,,,,,,
6/8/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,366
,,,,,,
6/1/2015,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Direct Sales,331
,,,,,,
5/23/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Retail,268
,,,,,,
5/16/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Retail,251
,,,,,,
5/9/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Retail,240
,,,,,,
5/2/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Retail,225
,,,,,,
4/25/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Retail,214
,,,,,,
4/18/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Retail,215
,,,,,,
4/11/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Retail,207
,,,,,,
4/4/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Retail,205
,,,,,,
3/28/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Retail,201
,,,,,,
3/21/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Retail,195
,,,,,,
3/14/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Retail,194
,,,,,,
3/7/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Retail,192
,,,,,,
2/29/2016,Boston,Downtown,FanCo. Classic,GREEN - FanCo. Classic,Retail,188
,,,,,,
